event_id,true_arrival_time,network,station,phase,channel
smi:fi.isuh/event/1492019,2025-01-13 12:30:46.380000,FN,OLKF,P,BHZ
smi:fi.isuh/event/1492019,2025-01-13 12:31:11.680000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1492019,2025-01-13 12:30:48.380000,HE,KU6,P,BHZ
smi:fi.isuh/event/1492019,2025-01-13 12:31:15.220000,HE,KU6,S,BHZ
smi:fi.isuh/event/1492019,2025-01-13 12:31:36.580000,HE,HEF,S,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:58:45.370000,HE,TRE03,P,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:58:49.400000,HE,TRE03,S,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:58:53.450000,HE,KPF,P,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:04.120000,HE,KPF,S,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:58:56.180000,HE,KEF,P,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:08.040000,HE,KEF,S,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:58:57.780000,HE,RAF,P,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:11.280000,HE,RAF,S,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:03.300000,HE,FIA0,P,SHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:19.100000,HE,FIA0,S,SHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:23.140000,HE,MEF,S,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:05.480000,HE,KAF,P,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:26.280000,HE,KAF,S,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:08.430000,HE,PVF,P,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:08.780000,HE,VAF,P,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:29.300000,HE,VAF,S,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:32.880000,HE,TVF,S,BHZ
smi:fi.isuh/event/1492021,2025-01-13 12:59:11.280000,HE,KORF,P,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:02.475690,HE,HEL5,P,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:04.066950,HE,HEL5,S,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:02.629610,HE,MEF,P,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:04.193670,HE,MEF,S,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:03.482060,HE,LAUT,P,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:05.656220,HE,LAUT,S,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:03.817990,HE,HEL1,P,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:05.872250,HE,HEL1,S,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:04.708960,HE,KUNI,P,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:07.525320,HE,KUNI,S,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:06.534670,HE,VUOS,P,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:10.279780,HE,VUOS,S,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:07.475390,HE,NUR,P,SHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:12.419420,HE,NUR,S,SHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:13.832530,HE,TVF,P,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:23.217260,HE,TVF,S,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:24.608300,HE,PVF,S,CZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:46.801880,HE,TRE03,S,CZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:28.951370,HE,FIA0,P,?HZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:49.441560,HE,FIA0,S,?HZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:28.951370,HE,FIA1,P,?HZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:49.441560,HE,FIA1,S,?HZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:30.255420,HE,RAF,P,BHZ
smi:fi.isuh/event/1492031,2025-01-13 13:56:52.229890,HE,RAF,S,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:31.720000,HE,MEF,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:33.280000,HE,HEL5,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:35.960000,HE,HEL5,S,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:34.510000,HE,LAUT,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:37.880000,HE,LAUT,S,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:34.850000,HE,HEL1,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:35.760000,HE,KUNI,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:37.230000,HE,VUOS,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:37.660000,HE,NUR,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:43.320000,HE,NUR,S,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:41.180000,HE,TVF,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:49.660000,HE,TVF,S,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:45.860000,HE,PVF,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:56.420000,HE,KORF,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:58.140000,HE,TRE03,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:02:18.000000,HE,TRE03,S,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:58.620000,HE,KY17,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:58.700000,HE,FIA0,P,SHZ
smi:fi.isuh/event/1492022,2025-01-13 14:02:21.700000,HE,FIA0,S,SHZ
smi:fi.isuh/event/1492022,2025-01-13 14:01:58.480000,HE,RAF,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:02:19.520000,HE,RAF,S,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:02:00.120000,HE,VJF,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:02:23.940000,HE,VJF,S,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:02:07.680000,HE,KPF,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:02:34.340000,HE,KPF,S,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:02:07.580000,HE,KEF,P,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:02:34.760000,HE,KEF,S,BHZ
smi:fi.isuh/event/1492022,2025-01-13 14:02:38.720000,HE,KAF,S,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:08.130000,HE,KAF,P,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:15.480000,HE,KAF,S,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:10.600000,HE,FIA0,P,SHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:21.600000,HE,FIA0,S,SHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:15.010000,HE,KY17,P,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:27.080000,HE,KY17,S,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:14.860000,HE,RUF,P,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:17.620000,HE,SUF,P,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:32.120000,HE,SUF,S,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:20.180000,HE,KEF,P,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:36.580000,HE,KEF,S,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:23.760000,HE,VJF,P,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:39.460000,HE,VJF,S,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:24.530000,HE,PVF,P,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:44.660000,HE,PVF,S,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:25.610000,HE,TRE03,P,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:27.680000,HE,NIF,P,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:48.860000,HE,NIF,S,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:37.580000,HE,JOF,P,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:25:06.040000,HE,JOF,S,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:25:15.220000,HE,KPF,S,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:25:14.500000,HE,VAF,S,BHZ
smi:fi.isuh/event/1491836,2025-01-13 14:24:54.520000,HE,OBF8,P,BHZ
smi:fi.isuh/event/1492026,2025-01-13 16:00:54.530000,FN,RAJF,P,BHZ
smi:fi.isuh/event/1492026,2025-01-13 16:01:11.100000,FN,RAJF,S,BHZ
smi:fi.isuh/event/1492026,2025-01-13 16:00:56.060000,HE,KEV,P,BHZ
smi:fi.isuh/event/1492026,2025-01-13 16:01:13.420000,HE,KEV,S,BHZ
smi:fi.isuh/event/1492026,2025-01-13 16:01:25.720000,HE,VRF,S,BHZ
smi:fi.isuh/event/1492026,2025-01-13 16:01:53.760000,HE,HEF,S,BHZ
smi:fi.isuh/event/1492027,2025-01-13 16:02:15.480000,FN,RAJF,P,BHZ
smi:fi.isuh/event/1492027,2025-01-13 16:02:36.440000,FN,RAJF,S,BHZ
smi:fi.isuh/event/1492027,2025-01-13 16:02:17.160000,HE,KEV,P,BHZ
smi:fi.isuh/event/1492027,2025-01-13 16:02:34.660000,HE,KEV,S,BHZ
smi:fi.isuh/event/1492027,2025-01-13 16:02:47.060000,HE,VRF,S,BHZ
smi:fi.isuh/event/1492027,2025-01-13 16:03:15.800000,HE,HEF,S,BHZ
smi:fi.isuh/event/1491837,2025-01-13 16:40:09.020000,HE,HEF,P,BHZ
smi:fi.isuh/event/1491837,2025-01-13 16:40:10.480000,FN,KLF,P,BHZ
smi:fi.isuh/event/1491837,2025-01-13 16:40:22.840000,FN,KLF,S,BHZ
smi:fi.isuh/event/1491837,2025-01-13 16:40:35.920000,FN,RAJF,S,BHZ
smi:fi.isuh/event/1491837,2025-01-13 16:40:44.000000,HE,VRF,S,BHZ
smi:fi.isuh/event/1491837,2025-01-13 16:40:51.280000,HE,KIF,S,BHZ
smi:fi.isuh/event/1491837,2025-01-13 16:40:56.160000,FN,RANF,S,BHZ
smi:fi.isuh/event/1491837,2025-01-13 16:41:04.240000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1492030,2025-01-13 20:05:41.480000,HE,VRF,P,BHZ
smi:fi.isuh/event/1492030,2025-01-13 20:06:02.200000,HE,VRF,S,BHZ
smi:fi.isuh/event/1492030,2025-01-13 20:05:50.800000,FN,OLKF,P,BHZ
smi:fi.isuh/event/1492030,2025-01-13 20:06:19.920000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1492030,2025-01-13 20:06:18.880000,FN,RAJF,S,BHZ
smi:fi.isuh/event/1492030,2025-01-13 20:05:52.080000,HE,KU6,P,BHZ
smi:fi.isuh/event/1492030,2025-01-13 20:06:21.760000,HE,KU6,S,BHZ
smi:fi.isuh/event/1492030,2025-01-13 20:06:04.400000,HE,KEV,P,BHZ
smi:fi.isuh/event/1492030,2025-01-13 20:06:52.440000,HE,KEV,S,BHZ
smi:fi.isuh/event/1492030,2025-01-13 20:07:08.930000,HE,TOF,S,BHZ
smi:fi.isuh/event/1492033,2025-01-13 20:13:01.130000,HE,VRF,P,BHZ
smi:fi.isuh/event/1492033,2025-01-13 20:13:20.480000,HE,VRF,S,BHZ
smi:fi.isuh/event/1492033,2025-01-13 20:13:36.880000,FN,RAJF,S,BHZ
smi:fi.isuh/event/1492033,2025-01-13 20:13:09.880000,FN,OLKF,P,BHZ
smi:fi.isuh/event/1492033,2025-01-13 20:13:41.000000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1492033,2025-01-13 20:13:23.530000,HE,KEV,P,BHZ
smi:fi.isuh/event/1492033,2025-01-13 20:14:02.590000,HE,KEV,S,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:12.262070,HE,MEF,P,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:13.531940,HE,MEF,S,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:15.774220,HE,HEL5,P,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:19.453240,HE,HEL5,S,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:16.115890,HE,KUNI,P,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:20.221320,HE,KUNI,S,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:16.289950,HE,LAUT,P,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:20.345200,HE,LAUT,S,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:16.289950,HE,HEL1,P,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:20.369980,HE,HEL1,S,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:16.435180,HE,RSUO,P,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:20.369980,HE,RSUO,S,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:18.643120,HE,VUOS,P,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:24.149770,HE,VUOS,S,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:24.062810,HE,TVF,P,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:32.623670,HE,TVF,S,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:25.310770,HE,PVF,P,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:35.756780,HE,PVF,S,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:28.662420,HE,LOVF,P,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:41.497480,HE,LOVF,S,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:35.091860,HE,TRE03,P,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:52.046450,HE,TRE03,S,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:35.970730,HE,KY02,P,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:54.347980,HE,KY02,S,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:38.173760,HE,KORF,P,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:55.191870,HE,KORF,S,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:36.907580,HE,FIA0,P,?HZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:55.575460,HE,FIA0,S,?HZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:36.907580,HE,FIA1,P,?HZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:55.575460,HE,FIA1,S,?HZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:37.300540,HE,RAF,P,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:58.644170,HE,RAF,S,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:37.497240,HE,KY17,P,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:57.186530,HE,KY17,S,CZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:45.213850,HE,KPF,P,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:32:08.921700,HE,KPF,S,BHZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:44.969550,HE,KEF,P,?HZ
smi:fi.isuh/event/1492594,2025-01-14 07:32:09.579610,HE,KEF,S,?HZ
smi:fi.isuh/event/1492594,2025-01-14 07:31:47.314790,HE,KAF,P,?HZ
smi:fi.isuh/event/1492594,2025-01-14 07:32:14.862390,HE,KAF,S,?HZ
smi:fi.isuh/event/1492596,2025-01-14 10:13:53.268070,HE,RUF,P,BHZ
smi:fi.isuh/event/1492596,2025-01-14 10:13:59.921700,HE,RUF,S,BHZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:01.571700,HE,VJF,P,?HZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:04.052800,HE,KY17,P,CZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:19.496530,HE,KY17,S,CZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:06.813430,HE,KY02,P,CZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:23.257030,HE,KY02,S,CZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:12.120280,HE,LOVF,P,CZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:33.605850,HE,LOVF,S,CZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:13.453130,HE,FIA1,P,?HZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:35.546250,HE,FIA1,S,?HZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:13.453130,HE,FIA0,P,?HZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:35.546250,HE,FIA0,S,?HZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:14.862140,HE,PVF,P,CZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:39.305260,HE,PVF,S,CZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:18.029770,HE,KAF,P,?HZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:42.430730,HE,KAF,S,?HZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:22.592680,HE,JOF,P,BHZ
smi:fi.isuh/event/1492596,2025-01-14 10:14:50.075770,HE,JOF,S,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:06.864430,HE,RSUO,P,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:07.163790,HE,RSUO,S,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:07.301600,HE,HEL1,P,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:07.866030,HE,HEL1,S,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:07.365540,HE,KUNI,P,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:08.002590,HE,KUNI,S,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:07.806150,HE,LAUT,P,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:08.749090,HE,LAUT,S,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:08.794600,HE,HEL5,P,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:10.560710,HE,HEL5,S,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:08.985780,HE,VUOS,P,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:10.842930,HE,VUOS,S,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:10.718070,HE,MEF,P,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:14.040910,HE,MEF,S,BHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:11.850860,HE,NUR,P,SHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:15.928890,HE,NUR,S,SHZ
smi:fi.isuh/event/1492436,2025-01-14 10:32:24.525220,HE,PVF,S,CZ
smi:fi.isuh/event/1492123,2025-01-14 10:52:50.480000,HE,RAF,P,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:52:58.320000,HE,RAF,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:52:51.480000,HE,KPF,P,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:00.020000,HE,KPF,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:52:53.080000,HE,TRE03,P,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:03.420000,HE,TRE03,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:03.360000,HE,KEF,P,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:21.000000,HE,KEF,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:04.680000,HE,KORF,P,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:27.260000,HE,KORF,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:06.980000,HE,TVF,P,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:26.380000,HE,TVF,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:07.900000,HE,FIA0,P,SHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:30.000000,HE,FIA0,S,SHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:10.230000,HE,PVF,P,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:32.180000,HE,PVF,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:11.480000,HE,VAF,P,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:34.640000,HE,VAF,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:12.320000,UP,AAL,P,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:36.600000,UP,AAL,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:12.640000,HE,KAF,P,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:37.480000,HE,KAF,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:14.180000,HE,ECKF,P,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:40.480000,HE,ECKF,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:45.680000,HE,KY17,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:45.840000,HE,SUF,S,BHZ
smi:fi.isuh/event/1492123,2025-01-14 10:53:37.410000,HE,KJNF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:25:54.380000,HE,NIF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:25:57.310000,HE,NIF,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:05.580000,HE,SUF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:12.330000,HE,KAF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:32.580000,HE,KAF,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:16.680000,HE,RMF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:19.440000,HE,JOF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:41.280000,HE,JOF,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:20.580000,HE,KEF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:42.480000,HE,KEF,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:22.780000,HE,RUF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:47.000000,HE,RUF,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:23.180000,HE,OUF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:48.400000,HE,OUF,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:24.300000,HE,FIA0,P,SHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:48.600000,HE,FIA0,S,SHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:27.580000,HE,OBF0,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:55.660000,HE,OBF0,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:28.780000,HE,OBF3,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:30.080000,HE,KY17,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:27:00.780000,HE,KY17,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:30.380000,HE,TRE03,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:27:00.300000,HE,TRE03,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:31.080000,HE,VAF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:27:01.360000,HE,VAF,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:34.780000,HE,KU1,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:27:07.380000,HE,KU1,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:35.180000,HE,KU2,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:27:07.940000,HE,KU2,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:27:15.860000,HE,PVF,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:43.620000,FN,RANF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:27:16.880000,FN,RANF,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:26:40.780000,HE,KPF,P,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:27:18.300000,HE,KPF,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:27:21.780000,HE,KU6,S,BHZ
smi:fi.isuh/event/1492128,2025-01-14 11:27:27.200000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:27.798680,HE,NIF,P,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:35.242800,HE,NIF,S,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:32.921000,HE,KJNF,P,CZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:33.093170,HE,SUF,P,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:44.302150,HE,SUF,S,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:38.559850,HE,OUF,P,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:53.651390,HE,OUF,S,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:39.808150,HE,ALAJF,P,?HZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:55.364100,HE,ALAJF,S,?HZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:42.907370,HE,OBF0,P,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:38:01.451660,HE,OBF0,S,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:44.026530,HE,KAF,P,?HZ
smi:fi.isuh/event/1492597,2025-01-14 11:38:02.849990,HE,KAF,S,?HZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:44.514910,HE,OBF3,P,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:38:04.510880,HE,OBF3,S,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:46.058980,HE,KEF,P,?HZ
smi:fi.isuh/event/1492597,2025-01-14 11:38:06.855180,HE,KEF,S,?HZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:46.831010,HE,RMF,P,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:38:07.570390,HE,RMF,S,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:50.227970,HE,VAF,P,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:38:13.852020,HE,VAF,S,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:55.014580,HE,FIA1,P,?HZ
smi:fi.isuh/event/1492597,2025-01-14 11:38:22.855240,HE,FIA1,S,?HZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:55.014580,HE,FIA0,P,?HZ
smi:fi.isuh/event/1492597,2025-01-14 11:38:23.076180,HE,FIA0,S,?HZ
smi:fi.isuh/event/1492597,2025-01-14 11:37:56.558650,HE,JOF,P,BHZ
smi:fi.isuh/event/1492597,2025-01-14 11:38:24.947780,HE,JOF,S,BHZ
